Rok,Miesiąc,Dzień,Nr,Dia,Długość,Tonaż,Numer,Gatunek
2019,styczeń,2,1,160,12,144,567438,S235JR/S275JR
2019,styczeń,2,2,160,12,144,567439,S235JR/S275JR
2019,styczeń,2,3,160,12,146.4,567440,S235JR/S275JR
2019,styczeń,2,4,160,12,151.2,567441,S235JR/S275JR
2019,styczeń,2,5,160,12,146.4,567442,S235JR/S275JR
2019,styczeń,2,6,160,12,148.8,567443,S235JR/S275JR
2019,styczeń,2,7,160,12,153.6,567444,S235JR/S275JR
2019,styczeń,2,8,160,12,148.8,567445,S235JR/S275JR
2019,styczeń,2,9,160,12,144,567446,S235JR/S275JR
2019,styczeń,2,10,160,12,153.6,567447,S235JR/S275JR
2019,styczeń,2,11,160,12,148.8,567448,S235JR/S275JR
2019,styczeń,2,12,160,12,153.6,567449,S235JR/S275JR
2019,styczeń,2,13,160,12,147.1,567450,S235JR/S275JR
2019,styczeń,2,1,160,14,151.2,567451,S355J2
2019,styczeń,2,2,160,12,153.6,567452,St52.3
2019,styczeń,2,3,160,12,148.8,567453,St52.3
2019,styczeń,2,4,160,12,158.4,567454,St52.3
2019,styczeń,2,5,160,12,156,567455,St52.3
2019,styczeń,2,6,160,12,146.4,567456,St52.3
2019,styczeń,2,7,160,12,153.6,567457,St52.3
2019,styczeń,2,8,160,14,142.8,567458,S355J2
2019,styczeń,2,9,160,14,151.2,567459,S355J2
2019,styczeń,2,10,160,14,151.2,567460,S355J2
2019,styczeń,2,11,160,14,145.6,567461,S355J2
2019,styczeń,2,12,160,14,151.2,567462,S355J2
2019,styczeń,2,13,160,14,141.8,567463,S355J2
2019,styczeń,2,1,160,12,151.2,567464,S235JRC
2019,styczeń,2,2,160,12,151.2,567465,S235JRC
2019,styczeń,2,3,160,12,148.8,567466,S235JRC
2019,styczeń,3,4,160,12,153.6,567467,S235JR/S275JR
2019,styczeń,3,5,160,12,134.3,567468,C15R
2019,styczeń,3,6,160,12,144,567469,S235JR/S275JR
2019,styczeń,3,7,160,12,132,567470,S235JR/S275JR
2019,styczeń,3,8,160,12,148.8,567471,S235JR/S275JR
2019,styczeń,3,9,160,12,144,567472,S235JR/S275JR
2019,styczeń,3,10,160,12,127.2,567473,S235JR/S275JR
2019,styczeń,3,11,160,12,124.3,567474,S235JR/S275JR
2019,styczeń,3,1,160,12,146.4,567475,B500SP
2019,styczeń,3,2,160,12,151.2,567476,B500SP
2019,styczeń,3,3,160,12,144,567477,B500SP
2019,styczeń,3,4,160,12,146.4,567478,B500SP
2019,styczeń,3,5,160,12,146.4,567479,B500SP
2019,styczeń,3,1,160,14,151.2,567480,23G2NMHA-F
2019,styczeń,3,2,160,14,139.5,567481,23G2NMHA-F
2019,styczeń,3,6,160,12,146.4,567482,B500SP
2019,styczeń,3,7,160,12,141.3,567483,B500SP
2019,styczeń,4,1,160,14,145.6,567484,C40E
2019,styczeń,4,2,160,12,156,567485,C45E
2019,styczeń,4,3,160,14,151.2,567486,C45E
2019,styczeń,4,4,160,14,148.4,567487,C45E
2019,styczeń,4,5,160,14,137.2,567488,C45RC
2019,styczeń,4,6,160,14,151.2,567489,C45E
2019,styczeń,4,7,160,14,154,567490,C45RC
2019,styczeń,4,8,160,14,148.4,567491,C45E
2019,styczeń,4,9,160,14,148.4,567492,C45RC
2019,styczeń,4,10,160,14,140,567493,C45E
2019,styczeń,4,11,160,14,151.2,567494,C45RC
2019,styczeń,4,12,160,14,137.2,567495,C45E
2019,styczeń,4,13,160,14,150.4,567496,C45E
2019,styczeń,4,1,160,10,144,567497,S235JR
2019,styczeń,4,2,160,10,168,567498,S235JR
2019,styczeń,4,3,160,"8,1",126.36,567499,P235GH
2019,styczeń,4,4,160,"8,1",149.04,567500,P235GH
2019,styczeń,4,5,160,"8,1",150.66,567501,P235GH
2019,styczeń,4,6,160,"8,1",145.8,567502,P235GH
2019,styczeń,4,7,160,"8,1",150.66,567503,P235GH
2019,styczeń,4,8,160,"8,1",145.8,567504,P235GH
2019,styczeń,4,9,160,"8,1",145.8,567505,P235GH
2019,styczeń,4,10,160,"8,1",147.04,567506,P235GH
2019,styczeń,4,1,160,14,151.2,567507,16MnCr5
2019,styczeń,4,2,160,14,151.2,567508,16MnCr5
2019,styczeń,4,3,160,14,158.4,567509,16MnCrS5
2019,styczeń,4,4,160,12,144,567510,16MnCrS5
2019,styczeń,4,5,160,12,151.2,567511,16MnCr5
2019,styczeń,4,6,160,14,151.2,567512,16MnCrS5
2019,styczeń,5,7,160,14,151.2,567513,16MnCr5
2019,styczeń,5,8,160,14,151.2,567514,16MnCrS5
2019,styczeń,5,9,160,14,151.2,567515,16MnCr5
2019,styczeń,5,10,160,14,137.2,567516,16MnCrS5
2019,styczeń,5,11,160,14,151.2,567517,16MnCrS5
2019,styczeń,5,12,160,14,143.2,567518,16MnCrS5
2019,styczeń,5,1,160,10,156,567519,30MnB4
2019,styczeń,5,2,160,10,144,567520,30MnB4
2019,styczeń,5,3,160,10,144,567521,30MnB4
2019,styczeń,5,4,160,12,158.4,567522,30MnB4
2019,styczeń,5,5,160,12,146.4,567523,30MnB4
2019,styczeń,5,6,160,12,151.2,567524,30MnB4
2019,styczeń,5,7,160,12,151.2,567525,30MnB4
2019,styczeń,5,8,160,12,146.4,567526,30MnB4
2019,styczeń,5,9,160,12,156,567527,30MnB4
2019,styczeń,5,10,160,12,146.4,567528,30MnB4
2019,styczeń,5,11,160,12,153.6,567529,30MnB4
2019,styczeń,5,1,160,12,146.4,567530,B500SP
2019,styczeń,5,12,160,12,140,567531,30MnB4
2019,styczeń,5,2,160,12,149.1,567532,B500SP
2019,styczeń,5,1,160,14,134.4,567533,HZ740
2019,styczeń,5,2,160,13,171.6,567534,S550W
2019,styczeń,5,3,160,13,156,567535,S550W
2019,styczeń,5,4,160,12,146.4,567536,S480W
2019,styczeń,5,5,160,12,151.2,567537,S480W
2019,styczeń,5,6,160,12,144,567538,S480W
2019,styczeń,5,7,160,12,144,567539,S480W
2019,styczeń,5,8,160,12,148.8,567540,S480W
2019,styczeń,5,9,160,12,151.2,567541,S480W
2019,styczeń,6,10,160,12,144,567542,S480W
2019,styczeń,6,11,160,12,146.4,567543,S480W
2019,styczeń,6,12,160,12,144,567544,S480W
2019,styczeń,6,13,160,12,144,567545,S480W
2019,styczeń,6,14,160,12,144,567546,S480W
2019,styczeń,6,15,160,12,148.2,567547,S480W
2019,styczeń,6,1,160,14,148.3,567548,S235JR/S275JR
2019,styczeń,6,2,160,14,134.4,567549,S235JR/S275JR
2019,styczeń,6,3,160,14,151.2,567550,S235JR/S275JR
2019,styczeń,6,4,160,12,144,567551,S235JR/S275JR
2019,styczeń,6,5,160,12,158.4,567552,S235JR/S275JR
2019,styczeń,6,6,160,12,144,567553,S235JR/S275JR
2019,styczeń,6,7,160,12,146.4,567554,S235JR/S275JR
2019,styczeń,6,8,160,12,151.2,567555,S235JR/S275JR
2019,styczeń,6,9,160,12,151.2,567556,S235JR/S275JR
2019,styczeń,6,10,160,12,148,567557,S235JR/S275JR
2019,styczeń,6,11,160,12,158.4,567558,S235JR/S275JR
2019,styczeń,6,12,160,12,125.7,567559,C17C
2019,styczeń,6,1,160,12,139.2,567560,B500SP
2019,styczeń,6,2,160,12,156,567561,B500SP
2019,styczeń,6,3,160,12,151.2,567562,B500SP
2019,styczeń,6,1,160,12,153.6,567563,30MnB4
2019,styczeń,6,4,160,12,153.6,567564,B500SP
2019,styczeń,6,5,160,12,146.4,567565,B500SP
2019,styczeń,6,2,160,12,148.8,567566,30MnB4
2019,styczeń,6,3,160,12,158.4,567567,30MnB4
2019,styczeń,6,4,160,12,148.8,567568,30MnB4
2019,styczeń,6,5,160,12,151.2,567569,30MnB4
2019,styczeń,6,6,160,12,144,567570,30MnB4
2019,styczeń,7,7,160,12,151.2,567571,30MnB4
2019,styczeń,7,8,160,12,151.2,567572,30MnB4
2019,styczeń,7,9,160,12,146.4,567573,30MnB4
2019,styczeń,7,10,160,12,153.6,567574,30MnB4
2019,styczeń,7,11,160,12,148.8,567575,30MnB4
2019,styczeń,7,12,160,12,145.9,567576,30MnB4
2019,styczeń,7,1,160,14,150.6,567577,S235JR/S275JR
2019,styczeń,7,2,160,14,151.2,567578,S235JR/S275JR
2019,styczeń,7,3,160,14,137.2,567579,S235JR/S275JR
2019,styczeń,7,4,160,14,148.4,567580,S235JR/S275JR
2019,styczeń,7,5,160,14,145.6,567581,S235JR/S275JR
2019,styczeń,7,6,160,14,137.2,567582,S235JR/S275JR
2019,styczeń,7,7,160,12,139.2,567583,S235JR/S275JR
2019,styczeń,7,8,160,12,146.4,567584,S235JR/S275JR
2019,styczeń,7,9,160,12,146.4,567585,S235JR/S275JR
2019,styczeń,7,10,160,12,146.4,567586,S235JR/S275JR
2019,styczeń,7,11,160,12,165.6,567587,S235JR/S275JR
2019,styczeń,7,12,160,12,127.2,567588,C20C
2019,styczeń,7,1,160,14,145.6,567589,S235JR
2019,styczeń,7,2,160,14,156.8,567590,S235JR
2019,styczeń,7,3,160,12,146.4,567591,C7D
2019,styczeń,7,4,160,12,153.6,567592,C7D
2019,styczeń,7,5,160,12,153.6,567593,C7D
2019,styczeń,7,6,160,12,146.4,567594,C7D
2019,styczeń,7,7,160,12,146.4,567595,C7D
2019,styczeń,7,8,160,14,148.4,567596,S235JR
2019,styczeń,7,9,160,14,148.4,567597,S235JR
2019,styczeń,7,10,160,14,151.2,567598,S235JR
2019,styczeń,7,11,160,14,142.8,567599,S235JR
2019,styczeń,8,12,160,14,148.4,567600,S235JR
2019,styczeń,8,13,160,14,154,567601,S235JR
2019,styczeń,8,14,160,14,142.8,567602,S235JR
2019,styczeń,8,15,160,14,145.6,567603,S235JR
2019,styczeń,8,16,160,12,141.6,567604,B500B
2019,styczeń,8,17,160,12,146.4,567605,B500B
2019,styczeń,8,18,160,12,144,567606,B500B
2019,styczeń,8,19,160,12,148.8,567607,B500B
2019,styczeń,8,20,160,12,143.7,567608,B500B
2019,styczeń,8,1,160,12,144,567609,1006
2019,styczeń,8,2,160,10,140.4,567610,XE400P
2019,styczeń,8,3,160,10,144,567611,XE400P
2019,styczeń,8,4,160,10,154.4,567612,XE400P
2019,styczeń,8,5,160,"10,6",141.6,567613,C4D1
2019,styczeń,8,6,160,"10,6",150.4,567614,C4D1
2019,styczeń,8,7,160,"10,6",148.4,567615,C4D
2019,styczeń,8,8,160,"10,6",152.64,567616,C4D
2019,styczeń,8,9,160,"10,6",148.4,567617,C4D
2019,styczeń,8,10,160,"10,6",133.2,567618,C4D
2019,styczeń,8,1,160,12,141.6,567619,B500B
2019,styczeń,8,2,160,12,148.8,567620,B500B
2019,styczeń,8,1,160,12,158.4,567621,1018
2019,styczeń,8,2,160,12,144,567622,1018
2019,styczeń,8,3,160,12,158.4,567623,1018
2019,styczeń,8,4,160,12,146.4,567624,1018
2019,styczeń,8,5,160,12,153.6,567625,1018
2019,styczeń,8,6,160,12,146.4,567626,19MnB4
2019,styczeń,8,7,160,12,156,567627,19MnB4
2019,styczeń,9,8,160,12,148.8,567628,19MnB4
2019,styczeń,9,9,160,12,144,567629,19MnB4
2019,styczeń,9,10,160,12,153.6,567630,19MnB4
2019,styczeń,9,11,160,12,148.8,567631,19MnB4
2019,styczeń,9,12,160,10,148,567632,23MnB4
2019,styczeń,9,1,160,14,151.2,567633,S235JR/S275JR
2019,styczeń,9,2,160,14,151.2,567634,S235JR/S275JR
2019,styczeń,9,3,160,14,168,567635,S235JR/S275JR
2019,styczeń,9,4,160,12,124.8,567636,S235J2+N
2019,styczeń,9,5,160,12,148.8,567637,S235J2+N
2019,styczeń,9,6,160,10,142,567638,S235J2+N
2019,styczeń,9,7,160,14,148.8,567639,S235J2+N
2019,styczeń,9,8,160,12,144,567640,S235JR
2019,styczeń,9,9,160,10,140,567641,S235JR
2019,styczeń,9,10,160,12,148.8,567642,S235JR
2019,styczeń,9,11,160,10,140,567643,S235JR
2019,styczeń,9,12,160,10,142.8,567644,S235JR
2019,styczeń,9,1,160,12,144,567645,S355J2
2019,styczeń,9,2,160,14,151.2,567646,S355J2
2019,styczeń,9,3,160,14,151.2,567647,S355J2
2019,styczeń,9,4,160,14,151.2,567648,S355J2
2019,styczeń,9,5,160,14,142.8,567649,S355J2
2019,styczeń,9,6,160,14,154,567650,S355J2
2019,styczeń,9,7,160,14,151.2,567651,S355J2
2019,styczeń,9,8,160,14,154,567652,S355J2
2019,styczeń,9,9,160,12,146.4,567653,S355J2
2019,styczeń,9,1,160,12,144,567654,B500B
2019,styczeń,9,10,160,12,147.8,567655,S355J2
2019,styczeń,9,2,160,12,144,567656,B500B
2019,styczeń,10,3,160,12,148.7,567657,B500B
2019,styczeń,10,1,160,12,158.4,567658,S235JR/S275JR
2019,styczeń,10,2,160,12,144,567659,S235JR/S275JR
2019,styczeń,10,3,160,12,144,567660,S235JR/S275JR
2019,styczeń,10,4,160,12,158.4,567661,S235JR/S275JR
2019,styczeń,10,5,160,12,144,567662,S235JR/S275JR
2019,styczeń,10,6,160,12,144,567663,S235JR/S275JR
2019,styczeń,10,7,160,12,123.2,567664,S235JR/S275JR
2019,styczeń,10,1,160,14,151.1,567665,S355J2
2019,styczeń,10,2,160,14,151.2,567666,S355J2
2019,styczeń,10,3,160,14,151.2,567667,S355J2
2019,styczeń,10,4,160,14,140,567668,S355J2
2019,styczeń,10,5,160,14,145.6,567669,S355J2
2019,styczeń,11,6,160,14,148.4,567670,S355J2
2019,styczeń,11,7,160,14,151.2,567671,S355J2
2019,styczeń,11,8,160,14,154,567672,S355J2
2019,styczeń,11,9,160,14,151.2,567673,S355J2
2019,styczeń,11,10,160,14,151.2,567674,S355J2
2019,styczeń,11,11,160,14,151.2,567675,S355J2
2019,styczeń,11,12,160,14,154,567676,S355J2
2019,styczeń,11,13,160,12,145.4,567677,S355J2
2019,styczeń,11,1,160,10,151.2,567678,S235JR
2019,styczeń,11,2,160,10,144,567679,S235JR
2019,styczeń,11,3,160,12,144,567680,S235JR
2019,styczeń,11,4,160,12,158.4,567681,S235JR
2019,styczeń,11,5,160,12,140.7,567682,1006
2019,styczeń,11,6,160,12,146.4,567683,1006
2019,styczeń,11,7,160,12,146.4,567684,1006
2019,styczeń,11,8,160,12,144,567685,1006
2019,styczeń,11,9,160,12,148.8,567686,1006
2019,styczeń,11,10,160,"10,6",148.4,567687,C9D
2019,styczeń,11,11,160,"10,6",143.94,567688,C9D
2019,styczeń,11,1,160,14,145.2,567689,S355J2
2019,styczeń,11,2,160,14,148.4,567690,S355J2
2019,styczeń,11,3,160,14,151.2,567691,S355J2
2019,styczeń,11,4,160,14,151.2,567692,S355J2
2019,styczeń,11,5,160,14,135.6,567693,S355J2
2019,styczeń,11,1,160,14,140,567694,S355J2
2019,styczeń,11,2,160,14,148.4,567695,S355J2
2019,styczeń,11,1,160,12,146.4,567696,B500SP
2019,styczeń,11,2,160,12,153.6,567697,B500SP
2019,styczeń,11,3,160,12,146.4,567698,B500SP
2019,styczeń,12,4,160,12,136.1,567699,B500SP
2019,styczeń,12,3,160,14,148.4,567700,S355J2
2019,styczeń,12,4,160,14,151.2,567701,S355J2
2019,styczeń,12,5,160,14,151.2,567702,S355J2
2019,styczeń,12,6,160,14,140,567703,S355J2
2019,styczeń,12,7,160,14,151.2,567704,S355J2
2019,styczeń,12,8,160,14,151.2,567705,S355J2
2019,styczeń,12,9,160,14,151.2,567706,S355J2
2019,styczeń,12,10,160,14,154.2,567707,S355J2
2019,styczeń,12,1,160,12,144,567708,32CrB4
2019,styczeń,12,2,160,12,156,567709,32CrB4
2019,styczeń,12,3,160,12,146.4,567710,32CrB4
2019,styczeń,12,4,160,12,146.4,567711,32CrB4
2019,styczeń,12,5,160,12,147,567712,32CrB4
2019,styczeń,12,1,160,12,148.8,567713,B500SP
2019,styczeń,12,2,160,12,151.2,567714,B500SP
2019,styczeń,12,3,160,12,146.4,567715,B500SP
2019,styczeń,12,4,160,12,158.4,567716,B500SP
2019,styczeń,12,5,160,12,144,567717,B500SP
2019,styczeń,12,6,160,12,146.4,567718,B500SP
2019,styczeń,12,7,160,12,156,567719,B500SP
2019,styczeń,12,8,160,12,144,567720,B500SP
2019,styczeń,12,9,160,12,151.2,567721,B500SP
2019,styczeń,12,10,160,12,146.4,567722,B500SP
2019,styczeń,12,11,160,12,151.2,567723,B500SP
2019,styczeń,12,12,160,12,151.2,567724,B500SP
2019,styczeń,12,13,160,12,148.8,567725,B500SP
2019,styczeń,12,14,160,12,141.6,567726,B500SP
2019,styczeń,12,15,160,12,146.4,567727,B500SP
2019,styczeń,13,16,160,12,151.2,567728,B500SP
2019,styczeń,13,17,160,12,146.4,567729,B500SP
2019,styczeń,13,18,160,12,148.8,567730,B500SP
2019,styczeń,13,19,160,12,151.2,567731,B500SP
2019,styczeń,13,20,160,12,143.3,567732,B500SP
2019,styczeń,13,1,160,12,144,567733,S235JR/S275JR
2019,styczeń,13,2,160,12,158.4,567734,S235JR/S275JR
2019,styczeń,13,3,160,12,144,567735,S235JR/S275JR
2019,styczeń,13,4,160,12,144,567736,S235JR/S275JR
2019,styczeń,13,5,160,12,144,567737,S235JR/S275JR
2019,styczeń,13,6,160,12,144,567738,S235JR/S275JR
2019,styczeń,13,7,160,12,144,567739,S235JR/S275JR
2019,styczeń,13,8,160,12,144,567740,S235JR/S275JR
2019,styczeń,13,9,160,12,146.4,567741,S235JR/S275JR
2019,styczeń,13,10,160,12,151.2,567742,S235JR/S275JR
2019,styczeń,13,11,160,12,151.2,567743,S235JR/S275JR
2019,styczeń,13,12,160,12,145.5,567744,S235JR/S275JR
2019,styczeń,13,1,160,12,144,567745,B500SP
2019,styczeń,13,2,160,12,151.2,567746,B500SP
2019,styczeń,13,3,160,12,146.4,567747,B500SP
2019,styczeń,13,4,160,12,146.4,567748,B500SP
2019,styczeń,13,5,160,12,148.8,567749,B500SP
2019,styczeń,13,6,160,12,141.6,567750,B500SP
2019,styczeń,13,7,160,12,139.2,567751,B500SP
2019,styczeń,13,8,160,12,144,567752,B500SP
2019,styczeń,13,9,160,12,146.4,567753,B500SP
2019,styczeń,13,10,160,12,146.4,567754,B500SP
2019,styczeń,13,11,160,12,144,567755,B500SP
2019,styczeń,14,12,160,12,141.6,567756,B500SP
2019,styczeń,14,13,160,12,148.8,567757,B500SP
2019,styczeń,14,14,160,12,148.8,567758,B500SP
2019,styczeń,14,15,160,12,146.4,567759,B500SP
2019,styczeń,14,16,160,12,141.6,567760,B500SP
2019,styczeń,14,17,160,12,146.4,567761,B500SP
2019,styczeń,14,18,160,12,144,567762,B500SP
2019,styczeń,14,19,160,12,146.4,567763,B500SP
2019,styczeń,14,20,160,12,155,567764,B500SP
2019,styczeń,14,1,160,12,144,567765,S235JR/S275JR
2019,styczeń,14,2,160,12,144,567766,S235JR/S275JR
2019,styczeń,14,3,160,12,158.4,567767,S235JR/S275JR
2019,styczeń,14,4,160,12,144,567768,S235JR/S275JR
2019,styczeń,14,5,160,12,146.4,567769,S235JR/S275JR
2019,styczeń,14,6,160,12,151.2,567770,S235JR/S275JR
2019,styczeń,14,7,160,12,148.8,567771,S235JR/S275JR
2019,styczeń,14,8,160,12,144,567772,S235JR/S275JR
2019,styczeń,14,9,160,12,153.6,567773,S235JR/S275JR
2019,styczeń,14,10,160,12,146.4,567774,S235JR/S275JR
2019,styczeń,14,11,160,12,146.4,567775,S235JR/S275JR
2019,styczeń,14,12,160,12,141.6,567776,S235JR/S275JR
2019,styczeń,14,13,160,12,143.4,567777,S235JR/S275JR
2019,styczeń,14,1,160,12,146.4,567778,B500SP
2019,styczeń,14,2,160,12,148.8,567779,B500SP
2019,styczeń,14,3,160,12,151.2,567780,B500SP
2019,styczeń,14,4,160,12,144,567781,B500SP
2019,styczeń,14,5,160,12,156,567782,B500SP
2019,styczeń,14,6,160,12,144,567783,B500SP
2019,styczeń,14,7,160,12,144,567784,B500SP
2019,styczeń,15,8,160,12,156,567785,B500SP
2019,styczeń,15,9,160,12,146.4,567786,B500SP
2019,styczeń,15,10,160,12,151.2,567787,B500SP
2019,styczeń,15,11,160,12,148.8,567788,B500SP
2019,styczeń,15,12,160,12,148.8,567789,B500SP
2019,styczeń,15,13,160,12,151.2,567790,B500SP
2019,styczeń,15,14,160,12,146.3,567791,B500SP
2019,styczeń,15,15,160,12,148.8,567792,B500SP
2019,styczeń,15,16,160,12,146.4,567793,B500SP
2019,styczeń,15,17,160,12,153.6,567794,B500SP
2019,styczeń,15,18,160,12,148.8,567795,B500SP
2019,styczeń,15,19,160,12,144,567796,B500SP
2019,styczeń,15,20,160,12,143.7,567797,B500SP
2019,styczeń,15,1,160,14,150.6,567798,S355J2
2019,styczeń,15,2,160,14,145.6,567799,S355J2
2019,styczeń,15,3,160,14,154,567800,S355J2
2019,styczeń,15,4,160,14,151.2,567801,S355J2
2019,styczeń,15,5,160,12,151.2,567802,S355J2
2019,styczeń,15,6,160,12,144,567803,S355J2
2019,styczeń,15,7,160,12,144,567804,S355J2
2019,styczeń,15,8,160,12,148.8,567805,S355J2
2019,styczeń,15,9,160,12,153.6,567806,S355J2
2019,styczeń,15,10,160,12,151.2,567807,S355J2
2019,styczeń,15,11,160,12,153.6,567808,S355J2
2019,styczeń,15,12,160,12,146.4,567809,S355J2
2019,styczeń,15,13,160,12,143.2,567810,S355J2
2019,styczeń,15,1,160,12,156,567811,B500SP
2019,styczeń,15,2,160,12,144,567812,B500SP
2019,styczeń,15,3,160,12,156,567813,B500SP
2019,styczeń,16,4,160,12,144,567814,B500SP
2019,styczeń,16,5,160,12,151.2,567815,B500SP
2019,styczeń,16,6,160,12,141.6,567816,B500SP
2019,styczeń,16,7,160,12,158.4,567817,B500SP
2019,styczeń,16,8,160,12,148.8,567818,B500SP
2019,styczeń,16,9,160,12,146.4,567819,B500SP
2019,styczeń,16,10,160,12,150,567820,B500SP
2019,styczeń,16,11,160,12,148.8,567821,B500SP
2019,styczeń,16,12,160,12,146.4,567822,B500SP
2019,styczeń,16,13,160,12,144,567823,B500SP
2019,styczeń,16,14,160,12,148.8,567824,B500SP
2019,styczeń,16,15,160,12,151.2,567825,B500SP
2019,styczeń,16,16,160,12,153.6,567826,B500SP
2019,styczeń,16,17,160,12,146.4,567827,B500SP
2019,styczeń,16,18,160,12,151.2,567828,B500SP
2019,styczeń,16,19,160,12,151.2,567829,B500SP
2019,styczeń,16,20,160,12,148.8,567830,B500SP
2019,styczeń,16,1,160,12,144,567831,C45E
2019,styczeń,16,2,160,12,158.4,567832,C45E
2019,styczeń,16,3,160,12,158.4,567833,C45E
2019,styczeń,16,4,160,12,144,567834,C45E
2019,styczeń,16,5,160,12,144,567835,C45E
2019,styczeń,16,6,160,12,148.8,567836,C45E
2019,styczeń,16,7,160,12,153.6,567837,C45E
2019,styczeń,16,8,160,12,153.6,567838,C45E
2019,styczeń,16,9,160,12,148.8,567839,C45E
2019,styczeń,16,10,160,12,148.8,567840,C45E
2019,styczeń,16,11,160,12,148.8,567841,C45E
2019,styczeń,16,12,160,12,151.2,567842,C45E
2019,styczeń,17,13,160,12,144,567843,C45E
2019,styczeń,17,1,160,12,141.2,567844,B500SP
2019,styczeń,17,14,160,12,144,567845,C45E
2019,styczeń,17,2,160,12,144,567846,B500SP
2019,styczeń,17,3,160,12,148.8,567847,B500SP
2019,styczeń,17,4,160,12,148.8,567848,B500SP
2019,styczeń,17,5,160,12,141.6,567849,B500SP
2019,styczeń,17,6,160,12,131.6,567850,B500SP
2019,styczeń,17,1,160,12,144,567851,ATLASIII
2019,styczeń,17,2,160,12,144,567852,ATLASIII
2019,styczeń,17,3,160,12,151.2,567853,ATLASIII
2019,styczeń,17,4,160,12,144,567854,ATLASIII
2019,styczeń,17,5,160,12,143.8,567855,ATLASIII
2019,styczeń,17,1,160,12,156,567856,35HGS
2019,styczeń,17,2,160,12,144.9,567857,35HGS
2019,styczeń,17,6,160,12,158.4,567858,ATLASIII
2019,styczeń,17,7,160,12,144,567859,ATLASIII
2019,styczeń,18,8,160,12,143.5,567860,ATLASIII
2019,styczeń,18,1,160,12,144,567861,C45E
2019,styczeń,18,2,160,12,158.4,567862,C45E
2019,styczeń,18,3,160,12,144,567863,C45E
2019,styczeń,18,4,160,12,156,567864,C45E
2019,styczeń,18,5,160,12,146.4,567865,C45RC
2019,styczeń,18,6,160,12,146.4,567866,C45E
2019,styczeń,18,7,160,12,148.8,567867,C45RC
2019,styczeń,18,8,160,12,148.8,567868,C45E
2019,styczeń,18,9,160,12,144,567869,C45RC
2019,styczeń,18,10,160,12,151.2,567870,C45E
2019,styczeń,18,11,160,12,151.2,567871,C45RC
2019,styczeń,18,12,160,12,151.2,567872,C45E
2019,styczeń,18,13,160,12,151.2,567873,C45RC
2019,styczeń,18,14,160,12,145,567874,C45E
2019,styczeń,18,1,160,14,150.6,567875,S355J2
2019,styczeń,18,2,160,14,151.2,567876,S355J2
2019,styczeń,18,3,160,14,151.2,567877,S355J2
2019,styczeń,18,4,160,12,158.4,567878,S355J2
2019,styczeń,18,5,160,12,144,567879,S355J2
2019,styczeń,18,6,160,12,144,567880,S355J2
2019,styczeń,18,7,160,12,151.2,567881,S355J2
2019,styczeń,18,8,160,12,151.2,567882,S355J2
2019,styczeń,18,9,160,12,151.2,567883,S355J2
2019,styczeń,18,10,160,12,148.8,567884,S355J2
2019,styczeń,18,11,160,12,153.6,567885,S355J2
2019,styczeń,18,12,160,12,148.8,567886,S355J2
2019,styczeń,18,13,160,12,145.4,567887,S355J2
2019,styczeń,18,1,160,13,156,567888,S550W
2019,styczeń,19,2,160,13,140.4,567889,S550W
2019,styczeń,19,3,160,13,156,567890,S550W
2019,styczeń,19,4,160,13,140.4,567891,S550W
2019,styczeń,19,5,160,13,156,567892,S550W
2019,styczeń,19,6,160,13,145.6,567893,S550W
2019,styczeń,19,7,160,13,150.8,567894,S550W
2019,styczeń,19,8,160,13,150.8,567895,S550W
2019,styczeń,19,9,160,13,150.8,567896,S550W
2019,styczeń,19,10,160,13,153.4,567897,S550W
2019,styczeń,19,11,160,13,140.4,567898,S550W
2019,styczeń,19,12,160,13,156,567899,S550W
2019,styczeń,19,13,160,13,148.2,567900,S550W
2019,styczeń,19,14,160,13,156,567901,S550W
2019,styczeń,19,15,160,13,145.8,567902,S550W
2019,styczeń,19,1,160,12,148.8,567903,B500SP
2019,styczeń,19,2,160,12,153.6,567904,B500SP
2019,styczeń,19,3,160,12,151.2,567905,B500SP
2019,styczeń,19,4,160,12,151.2,567906,B500SP
2019,styczeń,19,5,160,12,153.6,567907,B500SP
2019,styczeń,19,6,160,12,151.2,567908,B500SP
2019,styczeń,19,7,160,12,153.6,567909,B500SP
2019,styczeń,19,8,160,12,146.4,567910,B500SP
2019,styczeń,19,9,160,12,156,567911,B500SP
2019,styczeń,19,10,160,12,146.4,567912,B500SP
2019,styczeń,19,11,160,12,148.8,567913,B500SP
2019,styczeń,19,12,160,12,156,567914,B500SP
2019,styczeń,19,13,160,12,144,567915,B500SP
2019,styczeń,19,14,160,12,148.8,567916,B500SP
2019,styczeń,20,15,160,12,141.6,567917,B500SP
2019,styczeń,20,16,160,12,144,567918,B500SP
2019,styczeń,20,17,160,12,146.4,567919,B500SP
2019,styczeń,20,18,160,12,144,567920,B500SP
2019,styczeń,20,19,160,12,146.4,567921,B500SP
2019,styczeń,20,20,160,12,147.3,567922,B500SP
2019,styczeń,20,1,160,12,157.8,567923,27MnCrB5-2
2019,styczeń,20,2,160,12,144,567924,27MnCrB5-2
2019,styczeń,20,3,160,12,153.6,567925,27MnCrB5-2
2019,styczeń,20,4,160,12,148.8,567926,B26
2019,styczeń,20,5,160,12,144,567927,B26
2019,styczeń,20,6,160,12,158.4,567928,B26
